economy,countrycode,Region,Income group,WBL Report Year,WBL_index,GR1_mobility,GR2_workplace,GR3_pay,GR4_marriage,GR5_parenthood,GR6_entrep,GR7_assets,GR8_pension,gr1_1passpmrd,gr1_2trvlctrymrd,gr1_3trvlhmmrd,gr1_4whlivemrd,gr2_5profhmmrd,gr2_6nondiscempl,gr2_7sexhrssemp,gr2_8sexcomb,gr3_9eqremunval,gr3_10nprgeqnight,gr3_11jobshazard,gr3_12industry,gr4_13obeymrd,gr4_14hhmrd,gr4_15domleg,gr4_16dvrcjdgmnt,gr4_17equalremarr,gr5_18wpdleave14,gr5_19govleaveprov,gr5_20patleave,gr5_21paidprntl,gr5_22pregdism,gr6_23cntrcthmmrd,gr6_24regbusmrd,gr6_25bnkaccmrd,gr6_26disgend,gr7_27prtyeqownmrdbth,gr7_28prtyeqsondght,gr7_29prtyeqsuvrspse,gr7_30prtylegadmin,gr7_31valnonmntry,gr8_32retagequal,gr8_33penagequal,gr8_34mandagequal,gr8_35carecredit
Afghanistan,AFG,South Asia,Low income,1981,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,1982,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,1983,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,1984,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,1985,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,1986,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,1987,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,1988,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,1989,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,1990,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,1991,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,1992,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,1993,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,1994,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,1995,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,1996,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,1997,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,1998,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,1999,25.6,25,25,0,20,20,75,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
Afghanistan,AFG,South Asia,Low income,2000,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2001,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2002,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2003,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2004,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2005,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2006,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2007,26.3,25,25,0,20,0,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2008,28.8,25,25,0,20,20,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2009,28.8,25,25,0,20,20,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2010,28.8,25,25,0,20,20,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2011,28.8,25,25,0,20,20,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2012,28.8,25,25,0,20,20,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2013,28.8,25,25,0,20,20,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2014,28.8,25,25,0,20,20,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2015,28.8,25,25,0,20,20,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2016,28.8,25,25,0,20,20,75,40,25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2017,38.1,50,75,0,20,20,75,40,25,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2018,38.1,50,75,0,20,20,75,40,25,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2019,38.1,50,75,0,20,20,75,40,25,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Afghanistan,AFG,South Asia,Low income,2020,38.1,50,75,0,20,20,75,40,25,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1971,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1972,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1973,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1974,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1975,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1976,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1977,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1978,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1979,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1980,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1981,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1982,30.6,75,0,25,40,0,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1983,33.1,75,0,25,40,20,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1984,33.1,75,0,25,40,20,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1985,33.1,75,0,25,40,20,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1986,33.1,75,0,25,40,20,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1987,33.1,75,0,25,40,20,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1988,33.1,75,0,25,40,20,0,80,25,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1989,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1990,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1991,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1992,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1993,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1994,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1995,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1996,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1997,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1998,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,1999,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2000,56.3,100,25,25,80,20,75,100,25,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2001,62.5,100,50,50,80,20,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2002,62.5,100,50,50,80,20,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2003,62.5,100,50,50,80,20,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2004,62.5,100,50,50,80,20,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2005,62.5,100,50,50,80,20,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2006,62.5,100,50,50,80,20,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2007,62.5,100,50,50,80,20,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2008,62.5,100,50,50,80,20,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2009,65,100,50,50,80,40,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2010,65,100,50,50,80,40,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2011,65,100,50,50,80,40,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2012,65,100,50,50,80,40,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2013,67.5,100,50,50,100,40,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2014,67.5,100,50,50,100,40,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2015,67.5,100,50,50,100,40,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2016,67.5,100,50,50,100,40,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2017,70,100,50,50,100,60,75,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2018,73.1,100,50,50,100,60,100,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2019,73.1,100,50,50,100,60,100,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2020,73.1,100,50,50,100,60,100,100,25,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1971,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1972,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1973,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1974,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1975,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1976,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1977,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1978,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1979,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1980,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Albania,ALB,Europe & Central Asia,Upper middle income,1981,59.4,100,25,75,80,20,75,100,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0
